0.4273,0.4294,-0.3010
0.3957,0.4092,-0.3302
0.5184,0.3473,-0.6541
0.6412,0.2854,-0.9780
0.5435,0.3307,-0.6202
0.7044,0.4038,-0.5921
0.9227,0.3751,-0.6863
0.6649,0.3749,-0.7805
0.3830,0.3555,-0.8746
0.6637,0.4091,-0.9688
0.5652,0.5381,-0.6460
0.4300,0.5452,-0.3232
0.2512,0.5891,-0.0891
0.0723,0.6331,0.1450
-0.0887,0.6930,0.2904
-0.2496,0.7529,0.4357
-0.2087,0.7488,0.3831
-0.1678,0.7448,0.3305
-0.1269,0.7408,0.2778
-0.0860,0.7368,0.2252
-0.2780,0.7472,0.4079
-0.1825,0.7063,0.3995
-0.0966,0.7067,0.0487
-0.2471,0.6548,0.2095
-0.1926,0.4747,0.3703
-0.1117,0.4320,0.4305
-0.2930,0.2695,0.4907
-0.4229,0.2478,0.5509
-0.5528,0.2375,0.6471
-0.6827,0.2437,0.5583
-0.8126,0.2500,0.4696
-0.9425,0.2447,0.5031
-0.6494,0.2715,0.3777
-0.3562,0.2982,0.2522
-0.0631,0.2719,0.2558
0.0863,0.3161,0.0458
0.2358,0.3602,-0.1642
0.2415,0.4655,-0.2358
0.2473,0.4028,-0.3017
0.3560,0.4116,-0.5313
0.4648,0.4086,-0.5573
0.5735,0.4055,-0.5834
0.6823,0.3824,-0.8358
0.6438,0.3911,-0.6835
0.7821,0.4011,-0.6559
0.7098,0.4361,-0.5063
0.8306,0.4531,-0.5913
0.8685,0.4794,-0.3851
0.5466,0.6520,-0.3595
0.7380,0.5816,-0.4880
0.3827,0.5928,-0.3915
0.6373,0.4649,-0.2950
0.6659,0.4265,-0.1985
0.4679,0.3749,-0.1020
0.4659,0.2907,-0.0578
0.5860,0.3290,-0.3515
0.3301,0.3376,-0.0832
0.0741,0.3463,0.1850
-0.0701,0.3877,0.2778
-0.2143,0.4292,0.3707
-0.2795,0.4652,0.4499
-0.2885,0.5759,0.6017
-0.4467,0.4767,0.7496
-0.4388,0.4713,0.5244
-0.4309,0.4280,0.5178
-0.4230,0.3847,0.5112
-0.4151,0.3947,0.5495
-0.3177,0.3740,0.4832
-0.2204,0.3534,0.4169
-0.1545,0.3163,0.2920
-0.0480,0.3102,0.1670
0.0394,0.3527,0.0895
0.1268,0.3953,0.0120
0.2142,0.3812,-0.0844
0.2385,0.4444,-0.0285
0.2628,0.5076,0.0274
0.2871,0.4224,0.0186
0.3114,0.3816,-0.1865
0.3357,0.3407,-0.3916
0.3600,0.3351,-0.3141
0.3843,0.3991,-0.1430
0.4086,0.3494,-0.3646
0.5037,0.3984,-0.5869
0.5988,0.4269,-0.5934
0.6936,0.3257,-0.7090
0.7884,0.5096,-0.7569
0.5825,0.4379,-0.5001
0.8534,0.5366,-0.6058
0.8237,0.6353,-0.4534
0.7012,0.5840,-0.2512
0.5788,0.5327,-0.0490
0.6504,0.5467,-0.0660
0.4623,0.5240,-0.0830
0.2589,0.4828,0.0137
0.0963,0.5014,0.1928
0.0655,0.5064,0.2096
-0.0981,0.5473,0.2263
-0.2122,0.5184,0.2430
-0.3044,0.5507,0.2597
-0.1320,0.6180,0.2765
-0.4193,0.4863,0.3088
-0.1691,0.4838,0.3411
-0.1337,0.4375,0.3112
-0.0027,0.3371,0.4223
-0.0575,0.3304,0.4385
-0.1122,0.3237,0.4547
-0.0577,0.3738,0.4551
-0.0579,0.3738,0.4550
-0.0532,0.3825,0.4330
-0.0486,0.3912,0.4110
0.0254,0.4536,0.2414
0.0994,0.5160,0.0718
0.1733,0.5919,0.1738
0.2473,0.5907,-0.0575
0.3213,0.5895,-0.2888
0.3952,0.5470,-0.4953
0.4692,0.5778,-0.7477
0.5431,0.5577,-0.6940
0.6171,0.6722,-0.4441
0.5496,0.4680,-0.4853
0.4588,0.4525,-0.3775
0.3072,0.4572,-0.1529
0.2717,0.4286,-0.1248
0.5266,0.4583,-0.0315
0.4453,0.4753,0.0617
0.3641,0.4949,-0.0615
0.2828,0.5202,-0.0019
0.1605,0.5586,0.0576
0.1516,0.5094,0.2554
-0.0331,0.5157,0.2807
-0.2179,0.5219,0.3060
-0.1931,0.5367,0.3314
-0.2971,0.5683,0.4269
-0.3978,0.5843,0.5225
-0.5717,0.6178,0.7107
-0.4493,0.6841,0.7012
-0.5242,0.4774,0.7267
-0.5462,0.5868,0.7716
-0.5580,0.6014,0.7900
-0.3839,0.6119,0.5558
-0.4336,0.5516,0.6505
-0.2782,0.5363,0.6748
-0.1228,0.4992,0.4535
-0.1857,0.6928,0.4283
-0.1005,0.6351,0.0980
-0.0153,0.7490,0.1915
0.0699,0.7076,0.1216
0.1552,0.6836,0.0061
0.2404,0.7108,-0.1282
0.3256,0.7379,-0.2625
0.4108,0.6874,-0.3852
0.4960,0.6369,-0.5078
0.6269,0.6224,-0.6174
0.6559,0.6668,-0.6207
0.4681,0.7306,-0.3951
0.6362,0.6987,-0.5185
0.6350,0.6595,-0.4426
0.5156,0.7340,-0.3676
0.5774,0.7408,-0.3910
0.6353,0.7836,-0.4918
0.4564,0.8295,-0.3247
0.5027,0.7928,-0.6508
0.3755,0.6724,-0.5225
0.3168,0.6251,-0.5887
0.2631,0.6460,-0.4231
0.1942,0.6306,-0.1986
0.1254,0.6151,0.0259
0.1385,0.6541,0.0045
-0.0871,0.5614,0.1612
-0.1314,0.5710,0.1904
-0.1132,0.6622,0.2726
-0.2370,0.6523,0.3549
-0.2329,0.7534,0.4371
-0.3602,0.7678,0.3671
-0.4875,0.7730,0.6300
-0.2619,0.6740,0.4174
-0.0362,0.5749,0.2049
0.1370,0.5310,0.0361
0.1621,0.5529,0.1954
0.2071,0.6325,0.0429
0.2521,0.7120,-0.1097
0.3826,0.7249,-0.2849
0.4942,0.8337,-0.4056
0.6058,0.9123,-0.3884
0.5570,0.8836,-0.3381
0.5082,0.8549,-0.2878
0.5028,0.8425,-0.1456
0.4974,0.8300,-0.0034
0.3381,0.8281,-0.0996
0.2907,0.8180,-0.0190
0.1847,0.8488,0.0616
0.0787,0.8796,0.1423
-0.0422,0.9018,0.2229
-0.2003,0.8407,0.3078
-0.2310,0.7845,0.3927
-0.2616,0.7283,0.4776
-0.5478,0.7542,0.5625
-0.6249,0.6737,0.6475
-0.4562,0.7525,0.6293
-0.2874,0.9138,0.3398
-0.3915,0.7369,0.4368
-0.2052,0.7806,0.5490
-0.2533,0.8708,0.5567
-0.1822,0.8211,0.5841
-0.1112,0.8116,0.4322
-0.0402,0.8294,0.0666
-0.0312,0.7257,0.1145
0.0247,0.6957,-0.0957
0.0806,0.7951,-0.1910
0.1365,0.8191,-0.3481
0.1924,0.8124,-0.2713
0.2484,0.8200,-0.1967
0.3043,0.8276,-0.1222
0.3602,0.8352,-0.0476
0.3095,0.8245,0.0270
0.1916,0.8989,0.1015
0.0774,0.8753,0.1761
0.0497,0.9206,0.2506
0.2835,1.0033,0.3087
-0.0320,0.9837,0.3667
-0.3475,0.9641,0.4247
-0.4420,0.9285,0.4977
-0.3254,0.8702,0.4290
-0.3095,0.9204,0.4524
-0.2370,0.9043,0.4499
-0.1645,0.8881,0.4475
-0.1171,0.8683,0.4450
-0.0698,0.8073,0.3716
-0.0224,0.8706,0.2204
-0.0232,0.8485,0.0595
-0.0240,0.7614,0.0948
0.1045,0.8045,-0.0276
0.2329,0.8840,-0.2385
0.3614,0.9934,-0.2682
0.1772,0.9376,-0.0934
0.2113,0.8206,-0.1055
0.1584,0.8583,-0.0113
0.1054,0.8959,0.0828
0.0371,0.9112,0.1541
-0.0448,0.8772,0.2255
-0.2187,0.9772,0.3335
-0.2996,0.9225,0.4312
-0.3804,0.8741,0.4015
-0.2508,0.8725,0.3269
-0.1211,0.8338,0.0702
0.0085,0.8528,-0.0097
0.1382,0.8718,-0.0896
0.1624,0.9106,-0.1415
0.1866,0.9545,-0.1908
0.4555,1.0226,-0.3974
0.5227,1.0034,-0.3210
0.3643,1.0365,-0.2646
0.5394,1.1086,-0.2657
0.2285,1.0018,-0.0938
0.2313,1.0913,-0.1331
0.1372,1.0337,0.0565
0.0430,0.9761,0.2460
-0.1934,1.0209,0.2909
-0.1573,1.0190,0.3358
-0.2093,1.1712,0.0732
-0.2772,1.0099,0.3726
-0.2398,1.0206,0.3911
-0.1955,1.0312,0.4088
-0.2245,1.0163,0.6289
-0.1266,1.1067,0.4949
-0.0295,1.0572,0.2862
0.0677,1.0078,0.0776
0.1640,0.9973,0.0844
0.2603,0.9151,-0.2035
0.2591,1.0120,-0.3602
0.2580,1.0242,-0.2658
0.2569,1.0323,-0.2326
0.2558,1.0404,-0.1994
0.1686,1.0148,-0.0048
0.0814,0.9892,0.1898
-0.0058,1.0000,0.2180
-0.0366,0.9881,0.3061
-0.0674,1.0601,0.4846
-0.0982,1.0585,0.4669
-0.1289,0.9875,0.2840
0.0003,0.9620,0.1538
-0.0790,1.0142,0.1148
-0.1583,1.1274,0.3136
0.0304,1.0918,0.0434
0.2192,1.0561,-0.2269
0.2790,1.0845,-0.3746
0.3387,1.0955,-0.3738
0.3984,1.1078,-0.3159
0.4582,1.1201,-0.2580
0.4124,1.0587,-0.3234
0.2883,1.1119,-0.1228
0.1622,1.1073,-0.0281
0.1023,1.1699,0.0666
-0.0362,1.1805,0.2721
-0.1748,1.1911,0.4777
-0.2252,1.1970,0.4595
-0.2756,1.2030,0.4413
-0.2147,1.2013,0.2926
-0.1962,1.2574,0.2693
-0.1723,1.2192,0.3086
-0.1838,1.2194,0.2601
-0.0386,1.1551,0.2050
0.0526,1.1321,-0.0611
0.1438,1.1461,-0.0675
0.2349,1.1331,-0.1134
0.3033,1.1449,-0.1260
0.3741,1.1873,-0.2610
0.3380,1.3003,-0.1316
0.1684,1.3071,0.0148
-0.0011,1.3139,0.1612
-0.1763,1.2598,0.3076
-0.0488,1.2372,0.4540
0.0399,1.3062,0.3865
0.1285,1.3034,0.0070
0.1466,1.2758,-0.0086
0.1336,1.2976,-0.1984
0.1206,1.2570,-0.0718
0.1031,1.2672,0.0481
-0.0055,1.2832,0.1780
-0.1141,1.2993,0.3079
-0.1258,1.3657,0.2454
-0.0795,1.4541,0.2146
-0.1022,1.4839,0.1869
-0.0732,1.4332,0.2285
-0.0031,1.4465,0.2773
0.1104,1.3629,0.0062
0.0794,1.3277,0.0852
0.2224,1.3852,-0.0057
0.2308,1.3788,-0.0008
0.1654,1.3948,-0.0291
0.1000,1.4108,-0.0575
-0.1346,1.3833,0.2299
-0.1605,1.4780,0.2197
-0.1444,1.3546,0.2418
-0.1611,1.3177,0.2729
-0.0675,1.3503,0.2151
0.0151,1.4226,0.2451
0.1199,1.4343,0.0770
0.2136,1.3952,-0.0883
0.3073,1.3807,-0.1608
0.1852,1.5044,-0.0812
0.1517,1.4452,-0.0675
0.0166,1.5486,-0.0599
-0.0704,1.5151,0.1835
-0.0738,1.5539,0.1597
-0.0713,1.5588,0.1580
-0.0764,1.4800,0.2011
-0.0831,1.4056,0.2119
0.0328,1.4621,-0.0047
0.1487,1.4244,0.0344
0.0064,1.4580,0.1992
-0.1359,1.4783,0.1675
-0.0305,1.5034,0.1357
0.0749,1.5255,0.0512
0.2492,1.4234,-0.1105
0.2454,1.4704,0.0243
0.2415,1.5573,-0.0980
0.1716,1.6252,-0.0219
0.2150,1.5694,-0.0248
0.0431,1.4515,-0.1588
-0.0602,1.6109,0.1327
-0.0123,1.6420,0.1287
0.0877,1.6417,0.0744
-0.0213,1.6971,0.0977
